"","date","city","home_team","away_team","home_ft","away_ft","tournament","year","month","totalGoals","site"
"34911","2013-10-15","Asunción, Paraguay","Paraguay","Colombia",1,2,"FIFA World Cup qualification","2013","10",3,1
"34912","2013-10-15","Santiago, Chile","Chile","Ecuador",2,1,"FIFA World Cup qualification","2013","10",3,1
"34913","2013-10-15","Montevideo, Uruguay","Uruguay","Argentina",3,2,"FIFA World Cup qualification","2013","10",5,2
"34914","2013-10-15","Lima, Peru","Peru","Bolivia",1,1,"FIFA World Cup qualification","2013","10",2,1
"34915","2013-10-15","Bacolod, Philippines","Philippines","Pakistan",3,1,"Friendly","2013","10",4,2
"34916","2013-10-15","Minsk, Belarus","Belarus","Japan",1,0,"Friendly","2013","10",1,2
"34917","2013-10-15","Beijing, China PR","Brazil","Zambia",2,0,"Friendly","2013","10",2,1
"34918","2013-10-15","Bishkek, Kyrgyzstan","Kyrgyzstan","Tajikistan",1,4,"Friendly","2013","10",5,2
"34919","2013-10-15","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","New Zealand",0,0,"Friendly","2013","10",0,1
"34920","2013-10-15","Jagodina, Serbia","Serbia","Macedonia",5,1,"FIFA World Cup qualification","2013","10",6,2
"34921","2013-10-15","Panama City, Panama","Panama","USA",2,3,"FIFA World Cup qualification","2013","10",5,2
"34922","2013-10-15","Jakarta, Indonesia","Indonesia","China",1,1,"AFC Asian Cup qualification","2013","10",2,1
"34923","2013-10-15","Dublin, Ireland Republic","Ireland","Kazakhstan",3,1,"FIFA World Cup qualification","2013","10",4,1
"34924","2013-10-15","Kaunas, Lithuania","Lithuania","Bosnia-Herzegovina",0,1,"FIFA World Cup qualification","2013","10",1,2
"34925","2013-10-15","Cheonan, Korea Republic","Korea Republic","Mali",3,1,"Friendly","2013","10",4,2
"34926","2013-10-15","London, England","Australia","Canada",3,0,"Friendly","2013","10",3,2
"34927","2013-10-28","Amman, Jordan","Jordan","Nigeria",1,0,"Friendly","2013","10",1,2
"34928","2013-11-01","Jakarta, Indonesia","Indonesia","Kyrgyzstan",4,0,"Friendly","2013","11",4,1
"34929","2013-11-06","al-Wakrah, Qatar","Jordan","Zambia",1,0,"Friendly","2013","11",1,2
"34930","2013-11-08","Kuwait, Kuwait","Kuwait","Malaysia",3,0,"Friendly","2013","11",3,2
"34931","2013-11-09","Abu Dhabi, United Arab Emirates","United Arab Emirates","Philippines",4,0,"Friendly","2013","11",4,1
"34932","2013-11-09","Riffa, Bahrain","Bahrain","Lebanon",1,0,"Friendly","2013","11",1,2
"34933","2013-11-13","Amman, Jordan","Jordan","Uruguay",0,5,"FIFA World Cup qualification","2013","11",5,2
"34934","2013-11-14","Cairo, Egypt","Egypt","Zambia",2,0,"Friendly","2013","11",2,2
"34935","2013-11-14","Brussels, Belgium","Belgium","Colombia",0,2,"Friendly","2013","11",2,2
"34936","2013-11-14","Willemstad, Curaçao","Bonaire","Suriname",0,2,"ABCS Tournament","2013","11",2,2
"34937","2013-11-14","Willemstad, Curaçao","Curaçao","Aruba",2,0,"ABCS Tournament","2013","11",2,2
"34938","2013-11-15","Teheran, Iran","Syria","Singapore",4,0,"AFC Asian Cup qualification","2013","11",4,2
"34939","2013-11-15","Bangkok, Thailand","Thailand","Iran",0,3,"AFC Asian Cup qualification","2013","11",3,1
"34940","2013-11-15","Kuwait, Kuwait","Kuwait","Lebanon",0,0,"AFC Asian Cup qualification","2013","11",0,1
"34941","2013-11-15","Dammam, Saudi Arabia","Saudi Arabia","Iraq",2,1,"AFC Asian Cup qualification","2013","11",3,1
"34942","2013-11-15","al-Ain, United Arab Emirates","Yemen","Qatar",1,4,"AFC Asian Cup qualification","2013","11",5,1
"34943","2013-11-15","Riffa, Bahrain","Bahrain","Malaysia",1,0,"AFC Asian Cup qualification","2013","11",1,1
"34944","2013-11-15","Hanoi, Vietnam","Vietnam","Uzbekistan",0,3,"AFC Asian Cup qualification","2013","11",3,1
"34945","2013-11-15","Abu Dhabi, United Arab Emirates","United Arab Emirates","Hong Kong",4,0,"AFC Asian Cup qualification","2013","11",4,2
"34946","2013-11-15","Lisbon, Portugal","Portugal","Sweden",1,0,"FIFA World Cup qualification","2013","11",1,1
"34947","2013-11-15","Kyïv, Ukraine","Ukraine","France",2,0,"FIFA World Cup qualification","2013","11",2,1
"34948","2013-11-15","Piraeus, Greece","Greece","Romania",3,1,"FIFA World Cup qualification","2013","11",4,1
"34949","2013-11-15","Reykjavík, Iceland","Iceland","Croatia",0,0,"FIFA World Cup qualification","2013","11",0,2
"34950","2013-11-15","Milan, Italy","Italy","Germany",1,1,"Friendly","2013","11",2,1
"34951","2013-11-15","Siliguri, India","India","Philippines",1,1,"Friendly","2013","11",2,1
"34952","2013-11-15","London, England","England","Chile",0,2,"Friendly","2013","11",2,2
"34953","2013-11-15","Wrocław, Poland","Poland","Slovakia",0,2,"Friendly","2013","11",2,1
"34954","2013-11-15","Olomouc, Czech Republic","Czech Republic","Canada",2,0,"Friendly","2013","11",2,2
"34955","2013-11-15","Montego Bay, Jamaica","Jamaica","Trinidad and Tobago",0,1,"Friendly","2013","11",1,1
"34956","2013-11-15","Lobamba, Swaziland","Swaziland","South Africa",0,3,"Friendly","2013","11",3,2
"34957","2013-11-15","Dubai, United Arab Emirates","Russia","Serbia",1,1,"Friendly","2013","11",2,2
"34958","2013-11-15","Adana, Turkey","Turkey","Northern Ireland",1,0,"Friendly","2013","11",1,2
"34959","2013-11-15","Antalya, Turkey","Belarus","Albania",0,0,"Friendly","2013","11",0,1
"34960","2013-11-15","Sousse, Tunisia","Libya","Niger",1,1,"Friendly","2013","11",2,1
"34961","2013-11-15","Tallinn, Estonia","Estonia","Azerbaijan",2,1,"Friendly","2013","11",3,1
"34962","2013-11-15","Glasgow, Scotland","Scotland","USA",0,0,"Friendly","2013","11",0,1
"34963","2013-11-15","Xi'an, China PR","China","Indonesia",1,0,"AFC Asian Cup qualification","2013","11",1,1
"34964","2013-11-15","Seoul, Korea Republic","Korea Republic","Switzerland",2,1,"Friendly","2013","11",3,2
"34965","2013-11-15","Herning, Denmark","Denmark","Norway",2,1,"Friendly","2013","11",3,1
"34966","2013-11-15","Dublin, Ireland Republic","Ireland","Latvia",3,0,"Friendly","2013","11",3,1
"34967","2013-11-15","East Rutherford, United States","Argentina","Ecuador",0,0,"Friendly","2013","11",0,2
"34968","2013-11-16","Calabar, Nigeria","Nigeria","Ethiopia",2,0,"FIFA World Cup qualification","2013","11",2,2
"34969","2013-11-16","Kampala, Uganda","Uganda","Rwanda",0,0,"Friendly","2013","11",0,1
"34970","2013-11-16","Malabo, Equatorial Guinea","Equatorial Guinea","Spain",1,2,"Friendly","2013","11",3,1
"34971","2013-11-16","Cardiff, Wales","Wales","Finland",1,1,"Friendly","2013","11",2,2
"34972","2013-11-16","Genk, Belgium","Netherlands","Japan",2,2,"Friendly","2013","11",4,2
"34973","2013-11-16","Casablanca, Morocco","Senegal","Ivory Coast",1,1,"FIFA World Cup qualification","2013","11",2,2
"34974","2013-11-16","Willemstad, Curaçao","Aruba","Bonaire",1,2,"ABCS Tournament","2013","11",3,2
"34975","2013-11-16","Miami Gardens, United States","Honduras","Brazil",0,5,"Friendly","2013","11",5,1
"34976","2013-11-16","Willemstad, Curaçao","Curaçao","Suriname",1,3,"ABCS Tournament","2013","11",4,1
"34977","2013-11-17","Yaoundé, Cameroon","Cameroon","Tunisia",4,1,"FIFA World Cup qualification","2013","11",5,2
"34978","2013-11-17","Luxembourg, Luxembourg","Luxembourg","Montenegro",1,4,"Friendly","2013","11",5,2
"34979","2013-11-18","Chișinău, Moldova","Moldova","Lithuania",1,1,"Friendly","2013","11",2,2
"34980","2013-11-18","London, England","Italy","Nigeria",2,2,"Friendly","2013","11",4,1
"34981","2013-11-18","St Louis, United States","Argentina","Bosnia-Herzegovina",2,0,"Friendly","2013","11",2,1
"34982","2013-11-19","Cairo, Egypt","Egypt","Ghana",2,1,"FIFA World Cup qualification","2013","11",3,1
"34983","2013-11-19","Blida, Algeria","Algeria","Burkina Faso",1,0,"FIFA World Cup qualification","2013","11",1,1
"34984","2013-11-19","Solna, Sweden","Sweden","Portugal",2,3,"FIFA World Cup qualification","2013","11",5,2
"34985","2013-11-19","Saint-Denis, France","France","Ukraine",3,0,"FIFA World Cup qualification","2013","11",3,1
"34986","2013-11-19","Bucharest, Romania","Romania","Greece",1,1,"FIFA World Cup qualification","2013","11",2,2
"34987","2013-11-19","Zagreb, Croatia","Croatia","Iceland",2,0,"FIFA World Cup qualification","2013","11",2,1
"34988","2013-11-19","Teheran, Iran","Syria","Oman",0,1,"AFC Asian Cup qualification","2013","11",1,2
"34989","2013-11-19","Beirut, Lebanon","Lebanon","Iran",1,4,"AFC Asian Cup qualification","2013","11",5,1
"34990","2013-11-19","Kuwait, Kuwait","Kuwait","Thailand",3,1,"AFC Asian Cup qualification","2013","11",4,1
"34991","2013-11-19","Jakarta, Indonesia","Indonesia","Iraq",0,2,"AFC Asian Cup qualification","2013","11",2,2
"34992","2013-11-19","Riffa, Bahrain","Bahrain","Yemen",2,0,"AFC Asian Cup qualification","2013","11",2,2
"34993","2013-11-19","Shah Alam, Malaysia","Malaysia","Qatar",0,1,"AFC Asian Cup qualification","2013","11",1,2
"34994","2013-11-19","So Kon Po, Hong Kong","Hong Kong","Uzbekistan",0,2,"AFC Asian Cup qualification","2013","11",2,1
"34995","2013-11-19","Abu Dhabi, United Arab Emirates","United Arab Emirates","Vietnam",5,0,"AFC Asian Cup qualification","2013","11",5,1
"34996","2013-11-19","Dar es Salaam, Tanzania","Tanzania","Zimbabwe",0,0,"Friendly","2013","11",0,1
"34997","2013-11-19","London, England","England","Germany",0,1,"Friendly","2013","11",1,2
"34998","2013-11-19","Siliguri, India","India","Nepal",2,0,"Friendly","2013","11",2,1
"34999","2013-11-19","Johannesburg, South Africa","South Africa","Spain",1,0,"Friendly","2013","11",1,2
"35000","2013-11-19","Attard, Malta","Malta","Faroe Islands",3,2,"Friendly","2013","11",5,2
"35001","2013-11-19","Celje, Slovenia","Slovenia","Canada",1,0,"Friendly","2013","11",1,2
"35002","2013-11-19","Toronto, Canada","Brazil","Chile",2,1,"Friendly","2013","11",3,2
"35003","2013-11-19","Sydney, Australia","Australia","Costa Rica",1,0,"Friendly","2013","11",1,2
"35004","2013-11-19","Houston, United States","Honduras","Ecuador",2,2,"Friendly","2013","11",4,2
"35005","2013-11-19","Mersin, Turkey","Turkey","Belarus",2,1,"Friendly","2013","11",3,1
"35006","2013-11-19","Windhoek, Namibia","Namibia","Mozambique",0,0,"Friendly","2013","11",0,2
"35007","2013-11-19","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Jamaica",2,0,"Friendly","2013","11",2,2
"35008","2013-11-19","Molde, Norway","Norway","Scotland",0,1,"Friendly","2013","11",1,1
"35009","2013-11-19","Vaduz, Liechtenstein","Liechtenstein","Estonia",0,3,"Friendly","2013","11",3,1
"35010","2013-11-19","Bishkek, Kyrgyzstan","Kyrgyzstan","Azerbaijan",0,0,"Friendly","2013","11",0,1
"35011","2013-11-19","Amsterdam, Netherlands","Netherlands","Colombia",0,0,"Friendly","2013","11",0,1
"35012","2013-11-19","Brussels, Belgium","Belgium","Japan",2,3,"Friendly","2013","11",5,1
"35013","2013-11-19","Faro, Portugal","Gibraltar","Slovakia",0,0,"Friendly","2013","11",0,1
"35014","2013-11-19","Phnom Penh, Cambodia","Cambodia","Guam",0,2,"Friendly","2013","11",2,2
"35015","2013-11-19","Vienna, Austria","Austria","USA",1,0,"Friendly","2013","11",1,2
"35016","2013-11-19","Xi'an, China PR","China","Saudi Arabia",0,0,"AFC Asian Cup qualification","2013","11",0,1
"35017","2013-11-19","Dubai, United Arab Emirates","Russia","Korea Republic",2,1,"Friendly","2013","11",3,2
"35018","2013-11-19","Poznań, Poland","Poland","Ireland",0,0,"Friendly","2013","11",0,1
"35019","2013-11-20","Montevideo, Uruguay","Uruguay","Jordan",0,0,"FIFA World Cup qualification","2013","11",0,1
"35020","2013-11-20","Wellington, New Zealand","New Zealand","Mexico",2,4,"FIFA World Cup qualification","2013","11",6,2
"35021","2013-11-24","Hougang, Singapore","Singapore","Cambodia",1,0,"Friendly","2013","11",1,1
"35022","2013-11-27","Nairobi, Kenya","Kenya","Ethiopia",0,0,"CECAFA Cup","2013","11",0,1
"35023","2013-11-27","Victoria, Seychelles","Seychelles","Maldives",3,1,"Friendly","2013","11",4,1
"35024","2013-11-27","Nairobi, Kenya","Zanzibar","South Sudan",2,1,"CECAFA Cup","2013","11",3,1
"35025","2013-11-28","Machakos, Kenya","Burundi","Somalia",2,0,"CECAFA Cup","2013","11",2,1
"35026","2013-11-28","Machakos, Kenya","Tanzania","Zambia",1,1,"CECAFA Cup","2013","11",2,1
"35027","2013-11-29","Machakos, Kenya","Sudan","Eritrea",3,0,"CECAFA Cup","2013","11",3,2
"35028","2013-11-29","Nairobi, Kenya","Uganda","Rwanda",1,0,"CECAFA Cup","2013","11",1,1
"35029","2013-11-29","Victoria, Seychelles","Seychelles","Maldives",2,1,"Friendly","2013","11",3,2
"35030","2013-11-30","Nairobi, Kenya","South Sudan","Kenya",1,3,"CECAFA Cup","2013","11",4,1
"35031","2013-11-30","Roseau, Dominica","Dominica","St Lucia",0,1,"Friendly","2013","11",1,1
"35032","2013-11-30","Nairobi, Kenya","Ethiopia","Zanzibar",3,1,"CECAFA Cup","2013","11",4,2
"35033","2013-12-01","Nairobi, Kenya","Somalia","Tanzania",0,1,"CECAFA Cup","2013","12",1,1
"35034","2013-12-01","Nairobi, Kenya","Zambia","Burundi",1,0,"CECAFA Cup","2013","12",1,2
"35035","2013-12-01","Roseau, Dominica","Dominica","St Lucia",1,0,"Friendly","2013","12",1,1
"35036","2013-12-02","Machakos, Kenya","Sudan","Rwanda",1,0,"CECAFA Cup","2013","12",1,1
"35037","2013-12-02","Machakos, Kenya","Eritrea","Uganda",0,3,"CECAFA Cup","2013","12",3,2
"35038","2013-12-03","Nakuru, Kenya","South Sudan","Ethiopia",0,2,"CECAFA Cup","2013","12",2,1
"35039","2013-12-03","Nakuru, Kenya","Kenya","Zanzibar",2,0,"CECAFA Cup","2013","12",2,2
"35040","2013-12-04","Nakuru, Kenya","Tanzania","Burundi",1,0,"CECAFA Cup","2013","12",1,2
"35041","2013-12-04","Nakuru, Kenya","Somalia","Zambia",0,4,"CECAFA Cup","2013","12",4,2
"35042","2013-12-05","Nakuru, Kenya","Rwanda","Eritrea",1,0,"CECAFA Cup","2013","12",1,1
"35043","2013-12-05","Nakuru, Kenya","Uganda","Sudan",1,0,"CECAFA Cup","2013","12",1,1
"35044","2013-12-07","Mombasa, Kenya","Kenya","Rwanda",1,0,"CECAFA Cup","2013","12",1,2
"35045","2013-12-07","Mombasa, Kenya","Uganda","Tanzania",2,2,"CECAFA Cup","2013","12",4,2
"35046","2013-12-08","Mombasa, Kenya","Zambia","Burundi",4,3,"CECAFA Cup","2013","12",7,1
"35047","2013-12-08","Mombasa, Kenya","Ethiopia","Sudan",0,2,"CECAFA Cup","2013","12",2,1
"35048","2013-12-10","Mombasa, Kenya","Zambia","Sudan",1,2,"CECAFA Cup","2013","12",3,1
"35049","2013-12-10","Nairobi, Kenya","Tanzania","Kenya",0,1,"CECAFA Cup","2013","12",1,2
"35050","2013-12-12","Nairobi, Kenya","Kenya","Sudan",2,0,"CECAFA Cup","2013","12",2,2
"35051","2013-12-12","Nairobi, Kenya","Tanzania","Zambia",1,1,"CECAFA Cup","2013","12",2,1
"35052","2013-12-14","el-Jadida, Morocco","Libya","Mali",1,0,"Friendly","2013","12",1,1
"35053","2013-12-21","Doha, Qatar","Qatar","Bahrain",1,1,"Friendly","2013","12",2,1
"35054","2013-12-25","Doha, Qatar","Qatar","Palestine",1,0,"WAFF Championship","2013","12",1,2
"35055","2013-12-25","Doha, Qatar","Oman","Bahrain",0,0,"WAFF Championship","2013","12",0,1
"35056","2013-12-26","Doha, Qatar","Jordan","Lebanon",0,0,"WAFF Championship","2013","12",0,1
"35057","2013-12-28","Doha, Qatar","Palestine","Saudi Arabia",0,0,"WAFF Championship","2013","12",0,2
"35058","2013-12-28","Doha, Qatar","Bahrain","Iraq",0,0,"WAFF Championship","2013","12",0,1
"35059","2013-12-29","Doha, Qatar","Lebanon","Kuwait",0,2,"WAFF Championship","2013","12",2,2
"35060","2013-12-31","Doha, Qatar","Iraq","Oman",0,0,"WAFF Championship","2013","12",0,2
"35061","2013-12-31","Doha, Qatar","Saudi Arabia","Qatar",1,4,"WAFF Championship","2013","12",5,2
"35062","2014-01-01","Doha, Qatar","Kuwait","Jordan",1,2,"WAFF Championship","2014","1",3,2
"35063","2014-01-04","Doha, Qatar","Qatar","Kuwait",3,0,"WAFF Championship","2014","1",3,1
"35064","2014-01-04","Doha, Qatar","Bahrain","Jordan",0,1,"WAFF Championship","2014","1",1,2
"35065","2014-01-04","Windhoek, Namibia","Namibia","Ghana",0,1,"Friendly","2014","1",1,2
"35066","2014-01-04","Abuja, Nigeria","Nigeria","Ethiopia",2,1,"Friendly","2014","1",3,2
"35067","2014-01-07","Doha, Qatar","Qatar","Jordan",2,0,"WAFF Championship","2014","1",2,1
"35068","2014-01-07","Johannesburg, South Africa","Zimbabwe","Gabon",2,0,"Friendly","2014","1",2,1
"35069","2014-01-07","Doha, Qatar","Bahrain","Kuwait",0,0,"WAFF Championship","2014","1",0,2
"35070","2014-01-11","Cape Town, South Africa","South Africa","Mozambique",3,1,"African Nations Championship","2014","1",4,1
"35071","2014-01-11","Cape Town, South Africa","Mali","Nigeria",2,1,"African Nations Championship","2014","1",3,2
"35072","2014-01-12","Cape Town, South Africa","Zimbabwe","Morocco",0,0,"African Nations Championship","2014","1",0,2
"35073","2014-01-12","Cape Town, South Africa","Uganda","Burkina Faso",2,1,"African Nations Championship","2014","1",3,2
"35074","2014-01-13","Bloemfontein, South Africa","Ghana","Congo",1,0,"African Nations Championship","2014","1",1,2
"35075","2014-01-13","Bloemfontein, South Africa","Libya","Ethiopia",2,0,"African Nations Championship","2014","1",2,1
"35076","2014-01-14","Polokwane, South Africa","Gabon","Burundi",0,0,"African Nations Championship","2014","1",0,2
"35077","2014-01-14","Polokwane, South Africa","Congo DR","Mauritania",1,0,"African Nations Championship","2014","1",1,2
"35078","2014-01-15","Cape Town, South Africa","South Africa","Mali",1,1,"African Nations Championship","2014","1",2,1
"35079","2014-01-15","Cape Town, South Africa","Nigeria","Mozambique",4,2,"African Nations Championship","2014","1",6,1
"35080","2014-01-15","Abu Dhabi, United Arab Emirates","Moldova","Norway",1,2,"Friendly","2014","1",3,2
"35081","2014-01-16","Cape Town, South Africa","Zimbabwe","Uganda",0,0,"African Nations Championship","2014","1",0,1
"35082","2014-01-16","Cape Town, South Africa","Burkina Faso","Morocco",1,1,"African Nations Championship","2014","1",2,1
"35083","2014-01-17","Abu Dhabi, United Arab Emirates","Moldova","Sweden",1,2,"Friendly","2014","1",3,2
"35084","2014-01-17","Bloemfontein, South Africa","Ghana","Libya",1,1,"African Nations Championship","2014","1",2,2
"35085","2014-01-17","Bloemfontein, South Africa","Ethiopia","Congo",0,1,"African Nations Championship","2014","1",1,1
"35086","2014-01-18","Polokwane, South Africa","Burundi","Mauritania",3,2,"African Nations Championship","2014","1",5,1
"35087","2014-01-18","Abu Dhabi, United Arab Emirates","Norway","Poland",0,3,"Friendly","2014","1",3,1
"35088","2014-01-18","Polokwane, South Africa","Congo DR","Gabon",0,1,"African Nations Championship","2014","1",1,1
"35089","2014-01-19","Cape Town, South Africa","Mozambique","Mali",1,2,"African Nations Championship","2014","1",3,1
"35090","2014-01-19","Cape Town, South Africa","Nigeria","South Africa",3,1,"African Nations Championship","2014","1",4,1
"35091","2014-01-20","Abu Dhabi, United Arab Emirates","Moldova","Poland",0,1,"Friendly","2014","1",1,2
"35092","2014-01-20","Cape Town, South Africa","Burkina Faso","Zimbabwe",0,1,"African Nations Championship","2014","1",1,1
"35093","2014-01-20","Cape Town, South Africa","Morocco","Uganda",3,1,"African Nations Championship","2014","1",4,2
"35094","2014-01-21","Abu Dhabi, United Arab Emirates","Iceland","Sweden",0,2,"Friendly","2014","1",2,1
"35095","2014-01-21","Bloemfontein, South Africa","Ethiopia","Ghana",0,1,"African Nations Championship","2014","1",1,2
"35096","2014-01-21","Polokwane, South Africa","Congo","Libya",2,2,"African Nations Championship","2014","1",4,2
