"","date","city","home_team","away_team","home_ft","away_ft","tournament","year","month","totalGoals","site"
"4197","1958-05-11","Chorzów, Poland","Poland","Ireland",2,2,"Friendly","1958","5",4,2
"4198","1958-05-11","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Jamaica",4,0,"Friendly","1958","5",4,2
"4199","1958-05-13","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Jamaica",0,1,"Friendly","1958","5",1,1
"4200","1958-05-13","Manila, Philippines","Philippines","Indonesia",0,3,"Friendly","1958","5",3,1
"4201","1958-05-14","Rio de Janeiro, Brazil","Brazil","Bulgaria",4,0,"Friendly","1958","5",4,2
"4202","1958-05-14","Vienna, Austria","Austria","Ireland",3,1,"Friendly","1958","5",4,2
"4203","1958-05-14","Victoria, Hong Kong","Hong Kong","Taiwan",2,1,"Friendly","1958","5",3,2
"4204","1958-05-14","Kuala Lumpur, Malaya","Malaysia","Pakistan",4,2,"Friendly","1958","5",6,2
"4205","1958-05-15","Århus, Denmark","Denmark","Curaçao",3,2,"Friendly","1958","5",5,2
"4206","1958-05-17","Kallang, Singapore","Singapore","Pakistan",4,4,"Friendly","1958","5",8,2
"4207","1958-05-18","São Paulo, Brazil","Brazil","Bulgaria",3,1,"Friendly","1958","5",4,1
"4208","1958-05-18","Moscow, Soviet Union","Russia","England",1,1,"Friendly","1958","5",2,2
"4209","1958-05-25","Copenhagen, Denmark","Denmark","Poland",3,2,"Friendly","1958","5",5,2
"4210","1958-05-26","Zürich, Switzerland","Switzerland","Belgium",0,2,"Friendly","1958","5",2,2
"4211","1958-05-28","Oslo, Norway","Norway","Netherlands",0,0,"Friendly","1958","5",0,1
"4212","1958-06-01","Warsaw, Poland","Poland","Scotland",1,2,"Friendly","1958","6",3,2
"4213","1958-06-04","Victoria, Hong Kong","Hong Kong","Malaysia",2,2,"Friendly","1958","6",4,1
"4214","1958-06-08","Malmö, Sweden","Argentina","Germany",1,3,"FIFA World Cup","1958","6",4,1
"4215","1958-06-08","Norrköping, Sweden","France","Paraguay",7,3,"FIFA World Cup","1958","6",10,1
"4216","1958-06-08","Sandviken, Sweden","Hungary","Wales",1,1,"FIFA World Cup","1958","6",2,2
"4217","1958-06-08","Solna, Sweden","Sweden","Mexico",3,0,"FIFA World Cup","1958","6",3,2
"4218","1958-06-08","Halmstad, Sweden","Czechoslovakia","Northern Ireland",0,1,"FIFA World Cup","1958","6",1,2
"4219","1958-06-08","Västerås, Sweden","Scotland","Yugoslavia",1,1,"FIFA World Cup","1958","6",2,2
"4220","1958-06-08","Gothenburg, Sweden","England","Russia",2,2,"FIFA World Cup","1958","6",4,2
"4221","1958-06-08","Uddevalla, Sweden","Austria","Brazil",0,3,"FIFA World Cup","1958","6",3,1
"4222","1958-06-11","Halmstad, Sweden","Argentina","Northern Ireland",3,1,"FIFA World Cup","1958","6",4,1
"4223","1958-06-11","Norrköping, Sweden","Paraguay","Scotland",3,2,"FIFA World Cup","1958","6",5,1
"4224","1958-06-11","Solna, Sweden","Mexico","Wales",1,1,"FIFA World Cup","1958","6",2,2
"4225","1958-06-11","Gothenburg, Sweden","Brazil","England",0,0,"FIFA World Cup","1958","6",0,2
"4226","1958-06-11","Helsingborg, Sweden","Czechoslovakia","Germany",2,2,"FIFA World Cup","1958","6",4,2
"4227","1958-06-11","Västerås, Sweden","France","Yugoslavia",2,3,"FIFA World Cup","1958","6",5,2
"4228","1958-06-11","Borås, Sweden","Austria","Russia",0,2,"FIFA World Cup","1958","6",2,2
"4229","1958-06-12","Solna, Sweden","Sweden","Hungary",2,1,"FIFA World Cup","1958","6",3,1
"4230","1958-06-15","Malmö, Sweden","Germany","Northern Ireland",2,2,"FIFA World Cup","1958","6",4,2
"4231","1958-06-15","Eskilstuna, Sweden","Paraguay","Yugoslavia",3,3,"FIFA World Cup","1958","6",6,2
"4232","1958-06-15","Örebro, Sweden","France","Scotland",2,1,"FIFA World Cup","1958","6",3,1
"4233","1958-06-15","Sandviken, Sweden","Hungary","Mexico",4,0,"FIFA World Cup","1958","6",4,1
"4234","1958-06-15","Solna, Sweden","Sweden","Wales",0,0,"FIFA World Cup","1958","6",0,1
"4235","1958-06-15","Oslo, Norway","Norway","Finland",2,0,"Nordic Championship","1958","6",2,1
"4236","1958-06-15","Gothenburg, Sweden","Brazil","Russia",2,0,"FIFA World Cup","1958","6",2,1
"4237","1958-06-15","Helsingborg, Sweden","Argentina","Czechoslovakia",1,6,"FIFA World Cup","1958","6",7,1
"4238","1958-06-15","Borås, Sweden","Austria","England",2,2,"FIFA World Cup","1958","6",4,1
"4239","1958-06-17","Malmö, Sweden","Czechoslovakia","Northern Ireland",1,2,"FIFA World Cup","1958","6",3,2
"4240","1958-06-17","Gothenburg, Sweden","England","Russia",0,1,"FIFA World Cup","1958","6",1,2
"4241","1958-06-17","Solna, Sweden","Hungary","Wales",1,2,"FIFA World Cup","1958","6",3,2
"4242","1958-06-19","Malmö, Sweden","Germany","Yugoslavia",1,0,"FIFA World Cup","1958","6",1,2
"4243","1958-06-19","Gothenburg, Sweden","Brazil","Wales",1,0,"FIFA World Cup","1958","6",1,2
"4244","1958-06-19","Norrköping, Sweden","France","Northern Ireland",4,0,"FIFA World Cup","1958","6",4,1
"4245","1958-06-19","Solna, Sweden","Sweden","Russia",2,0,"FIFA World Cup","1958","6",2,2
"4246","1958-06-24","Gothenburg, Sweden","Sweden","Germany",3,1,"FIFA World Cup","1958","6",4,2
"4247","1958-06-24","Solna, Sweden","Brazil","France",5,2,"FIFA World Cup","1958","6",7,1
"4248","1958-06-28","Gothenburg, Sweden","France","Germany",6,3,"FIFA World Cup","1958","6",9,2
"4249","1958-06-28","Rostock, German DR","German DR","Poland",1,1,"Friendly","1958","6",2,2
"4250","1958-06-29","Copenhagen, Denmark","Denmark","Norway",1,2,"Nordic Championship","1958","6",3,2
"4251","1958-06-29","Solna, Sweden","Sweden","Brazil",2,5,"FIFA World Cup","1958","6",7,2
"4252","1958-07-02","Kallang, Singapore","Singapore","Indonesia",0,5,"Friendly","1958","7",5,2
"4253","1958-07-03","Kallang, Singapore","Malaysia","Indonesia",2,4,"Friendly","1958","7",6,2
"4254","1958-08-13","Oslo, Norway","Norway","German DR",6,5,"Friendly","1958","8",11,2
"4255","1958-08-16","Wellington, New Zealand","New Zealand","Australia",2,3,"Friendly","1958","8",5,1
"4256","1958-08-20","Helsinki, Finland","Finland","Sweden",1,7,"Nordic Championship","1958","8",8,2
"4257","1958-08-23","Auckland, New Zealand","New Zealand","Australia",2,2,"Friendly","1958","8",4,1
"4258","1958-08-30","Prague, Czechoslovakia","Czechoslovakia","Russia",1,2,"Friendly","1958","8",3,2
"4259","1958-08-30","Kuala Lumpur, Malaya","Singapore","Vietnam Republic",4,4,"Merdeka Tournament","1958","8",8,2
"4260","1958-08-31","Nouméa, New Caledonia","New Caledonia","New Zealand",1,2,"Friendly","1958","8",3,2
"4261","1958-08-31","Kuala Lumpur, Malaya","Hong Kong","Vietnam Republic",5,3,"Merdeka Tournament","1958","8",8,1
"4262","1958-08-31","Kuala Lumpur, Malaya","Indonesia","Singapore",2,0,"Merdeka Tournament","1958","8",2,2
"4263","1958-09-02","Kuala Lumpur, Malaya","Indonesia","Vietnam Republic",4,1,"Merdeka Tournament","1958","9",5,2
"4264","1958-09-03","Kuala Lumpur, Malaya","Hong Kong","Singapore",2,0,"Merdeka Tournament","1958","9",2,2
"4265","1958-09-04","Kuala Lumpur, Malaya","Malaysia","Vietnam Republic",2,0,"Merdeka Tournament","1958","9",2,2
"4266","1958-09-04","Kuala Lumpur, Malaya","Hong Kong","Indonesia",2,1,"Merdeka Tournament","1958","9",3,2
"4267","1958-09-07","Nouméa, New Caledonia","New Caledonia","New Zealand",1,5,"Friendly","1958","9",6,1
"4268","1958-09-14","Vienna, Austria","Austria","Yugoslavia",3,4,"Friendly","1958","9",7,1
"4269","1958-09-14","Helsinki, Finland","Finland","Denmark",1,4,"Nordic Championship","1958","9",5,2
"4270","1958-09-14","Nouméa, New Caledonia","New Caledonia","New Zealand",1,2,"Friendly","1958","9",3,2
"4271","1958-09-14","Chorzów, Poland","Poland","Hungary",1,3,"Friendly","1958","9",4,2
"4272","1958-09-14","Leipzig, German DR","German DR","Romania",3,2,"Friendly","1958","9",5,2
"4273","1958-09-14","Oslo, Norway","Norway","Sweden",0,2,"Nordic Championship","1958","9",2,2
"4274","1958-09-20","Bratislava, Czechoslovakia","Czechoslovakia","Switzerland",2,1,"International Cup","1958","9",3,2
"4275","1958-09-24","Copenhagen, Denmark","Denmark","Germany",1,1,"Friendly","1958","9",2,2
"4276","1958-09-28","Antwerp, Belgium","Belgium","Netherlands",2,3,"Friendly","1958","9",5,2
"4277","1958-09-28","Moscow, Soviet Union","Russia","Hungary",3,1,"UEFA Euro qualification","1958","9",4,2
"4278","1958-10-01","Paris, France","France","Greece",7,1,"UEFA Euro qualification","1958","10",8,1
"4279","1958-10-04","Belfast, Northern Ireland","Northern Ireland","England",3,3,"British Championship","1958","10",6,2
"4280","1958-10-04","Nairobi, Kenya","Uganda","Zanzibar",1,1,"Friendly","1958","10",2,1
"4281","1958-10-05","Vienna, Austria","Austria","France",1,2,"Friendly","1958","10",3,1
"4282","1958-10-05","Zagreb, Yugoslavia","Yugoslavia","Hungary",4,4,"Friendly","1958","10",8,2
"4283","1958-10-05","Berlin, German DR","German DR","Bulgaria",1,1,"Friendly","1958","10",2,1
"4284","1958-10-05","Nairobi, Kenya","Kenya","Tanzania",3,1,"Friendly","1958","10",4,2
"4285","1958-10-05","Dublin, Ireland Republic","Ireland","Poland",2,2,"Friendly","1958","10",4,1
"4286","1958-10-07","Nairobi, Kenya","Uganda","Tanzania",2,0,"Friendly","1958","10",2,1
"4287","1958-10-08","Nairobi, Kenya","Kenya","Zanzibar",4,0,"Friendly","1958","10",4,2
"4288","1958-10-10","Nairobi, Kenya","Tanzania","Zanzibar",3,2,"Friendly","1958","10",5,1
"4289","1958-10-11","Nairobi, Kenya","Kenya","Uganda",2,0,"Friendly","1958","10",2,1
"4290","1958-10-12","Ostrava, Czechoslovakia","Czechoslovakia","Bulgaria",0,1,"Friendly","1958","10",1,2
"4291","1958-10-15","Madrid, Spain","Spain","Northern Ireland",6,2,"Friendly","1958","10",8,2
"4292","1958-10-15","Rotterdam, Netherlands","Netherlands","Denmark",5,1,"Friendly","1958","10",6,1
"4293","1958-10-16","Saint-Pierre, Réunion","Réunion","Mauritius",0,2,"Friendly","1958","10",2,2
"4294","1958-10-18","Cardiff, Wales","Wales","Scotland",0,3,"British Championship","1958","10",3,1
"4295","1958-10-19","Saint-Pierre, Réunion","Réunion","Madagascar",1,3,"Friendly","1958","10",4,1
"4296","1958-10-22","London, England","England","Russia",5,0,"Friendly","1958","10",5,2
"4297","1958-10-23","Saint-Pierre, Réunion","Madagascar","Mauritius",3,2,"Friendly","1958","10",5,2
"4298","1958-10-25","Lagos, Nigeria","Nigeria","Ghana",3,2,"Friendly","1958","10",5,2
"4299","1958-10-26","Solna, Sweden","Sweden","Denmark",4,4,"Nordic Championship","1958","10",8,2
"4300","1958-10-26","Colombes, France","France","Germany",2,2,"Friendly","1958","10",4,2
"4301","1958-10-26","Bucharest, Romania","Romania","Hungary",1,2,"Friendly","1958","10",3,1
"4302","1958-10-26","Brussels, Belgium","Belgium","Turkey",1,1,"Friendly","1958","10",2,2
"4303","1958-11-02","Bucharest, Romania","Romania","Turkey",3,0,"UEFA Euro qualification","1958","11",3,2
"4304","1958-11-02","Rotterdam, Netherlands","Netherlands","Switzerland",2,0,"Friendly","1958","11",2,1
"4305","1958-11-02","Leipzig, German DR","German DR","Norway",4,1,"Friendly","1958","11",5,2
"4306","1958-11-05","Glasgow, Scotland","Scotland","Northern Ireland",2,2,"British Championship","1958","11",4,1
"4307","1958-11-09","Colombes, France","France","Italy",2,2,"Friendly","1958","11",4,1
"4308","1958-11-12","Eindhoven, Netherlands","Netherlands","South Africa",9,3,"Friendly","1958","11",12,1
"4309","1958-11-19","Berlin, Germany FR","Germany","Austria",2,2,"Friendly","1958","11",4,1
"4310","1958-11-23","Budapest, Hungary","Hungary","Belgium",3,1,"Friendly","1958","11",4,1
"4311","1958-11-26","Birmingham, England","England","Wales",2,2,"British Championship","1958","11",4,1
"4312","1958-12-03","Athens, Greece","Greece","France",1,1,"UEFA Euro qualification","1958","12",2,2
"4313","1958-12-07","Ankara, Turkey","Turkey","Bulgaria",0,0,"Friendly","1958","12",0,2
"4314","1958-12-13","Genoa, Italy","Italy","Czechoslovakia",1,1,"International Cup","1958","12",2,2
"4315","1958-12-18","Istanbul, Turkey","Turkey","Czechoslovakia",1,0,"Friendly","1958","12",1,1
"4316","1958-12-21","Augsburg, Germany FR","Germany","Bulgaria",3,0,"Friendly","1958","12",3,1
"4317","1958-12-25","Hong Kong","Hong Kong","Japan",5,2,"Friendly","1958","12",7,2
"4318","1958-12-28","Cairo, United Arab Republic","Egypt","Germany",2,1,"Friendly","1958","12",3,2
"4319","1958-12-28","Kuala Lumpur, Malaya","Malaysia","Japan",6,2,"Friendly","1958","12",8,1
"4320","1959-01-04","George Town, Malaya","Malaysia","Japan",1,3,"Friendly","1959","1",4,1
"4321","1959-01-10","Kallang, Singapore","Singapore","Japan",3,4,"Friendly","1959","1",7,1
"4322","1959-01-11","Kallang, Singapore","Singapore","Japan",3,2,"Friendly","1959","1",5,2
"4323","1959-02-11","Jakarta, Indonesia","Indonesia","German DR",2,2,"Friendly","1959","2",4,2
"4324","1959-02-28","Rome, Italy","Italy","Spain",1,1,"Friendly","1959","2",2,1
"4325","1959-03-01","Mexico City, Mexico","Mexico","Costa Rica",3,1,"Friendly","1959","3",4,2
"4326","1959-03-01","Colombes, France","France","Belgium",2,2,"Friendly","1959","3",4,2
"4327","1959-03-01","Port of Spain, Trinidad and Tobago","Guyana","Jamaica",2,2,"Friendly","1959","3",4,1
"4328","1959-03-02","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Barbados",2,0,"Friendly","1959","3",2,2
"4329","1959-03-04","Port of Spain, Trinidad and Tobago","Barbados","Jamaica",1,3,"Friendly","1959","3",4,1
"4330","1959-03-05","San Fernando, Trinidad and Tobago","Trinidad and Tobago","Guyana",2,1,"Friendly","1959","3",3,1
"4331","1959-03-07","Buenos Aires, Argentina","Argentina","Chile",6,1,"Copa América","1959","3",7,1
"4332","1959-03-08","San José, Costa Rica","Costa Rica","Mexico",1,2,"Friendly","1959","3",3,1
"4333","1959-03-08","Tunis, Tunisia","Tunisia","Malta",0,0,"Friendly","1959","3",0,2
"4334","1959-03-08","Buenos Aires, Argentina","Bolivia","Uruguay",0,7,"Copa América","1959","3",7,1
"4335","1959-03-09","Port of Spain, Trinidad and Tobago","Barbados","Guyana",2,1,"Friendly","1959","3",3,1
"4336","1959-03-10","Buenos Aires, Argentina","Brazil","Peru",2,2,"Copa América","1959","3",4,1
"4337","1959-03-10","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Jamaica",2,1,"Friendly","1959","3",3,1
"4338","1959-03-11","Buenos Aires, Argentina","Argentina","Bolivia",2,0,"Copa América","1959","3",2,1
"4339","1959-03-11","Buenos Aires, Argentina","Chile","Paraguay",1,2,"Copa América","1959","3",3,1
"4340","1959-03-14","Buenos Aires, Argentina","Peru","Uruguay",5,3,"Copa América","1959","3",8,1
"4341","1959-03-15","Buenos Aires, Argentina","Brazil","Chile",3,0,"Copa América","1959","3",3,1
"4342","1959-03-15","Buenos Aires, Argentina","Bolivia","Paraguay",0,5,"Copa América","1959","3",5,1
"4343","1959-03-18","Buenos Aires, Argentina","Argentina","Peru",3,1,"Copa América","1959","3",4,2
"4344","1959-03-18","Buenos Aires, Argentina","Paraguay","Uruguay",1,3,"Copa América","1959","3",4,2
"4345","1959-03-21","Buenos Aires, Argentina","Chile","Peru",1,1,"Copa América","1959","3",2,2
"4346","1959-03-21","Buenos Aires, Argentina","Bolivia","Brazil",2,4,"Copa América","1959","3",6,2
"4347","1959-03-22","Buenos Aires, Argentina","Argentina","Paraguay",3,1,"Copa América","1959","3",4,1
"4348","1959-03-26","Buenos Aires, Argentina","Brazil","Uruguay",3,1,"Copa América","1959","3",4,1
"4349","1959-03-26","Buenos Aires, Argentina","Bolivia","Chile",2,5,"Copa América","1959","3",7,1
"4350","1959-03-29","Buenos Aires, Argentina","Brazil","Paraguay",4,1,"Copa América","1959","3",5,2
"4351","1959-03-29","Manila, Philippines","Philippines","Hong Kong",0,7,"AFC Asian Cup qualification","1959","3",7,2
"4352","1959-03-29","Buenos Aires, Argentina","Bolivia","Peru",0,0,"Copa América","1959","3",0,2
"4353","1959-03-30","Buenos Aires, Argentina","Argentina","Uruguay",4,1,"Copa América","1959","3",5,2
"4354","1959-03-31","Manila, Philippines","Philippines","Taiwan",4,7,"AFC Asian Cup qualification","1959","3",11,2
"4355","1959-04-02","Buenos Aires, Argentina","Paraguay","Peru",2,1,"Copa América","1959","4",3,2
"4356","1959-04-02","Buenos Aires, Argentina","Chile","Uruguay",1,0,"Copa América","1959","4",1,2
"4357","1959-04-04","Buenos Aires, Argentina","Argentina","Brazil",1,1,"Copa América","1959","4",2,2
"4358","1959-04-05","Dublin, Ireland Republic","Ireland","Czechoslovakia",2,0,"UEFA Euro qualification","1959","4",2,2
"4359","1959-04-11","London, England","England","Scotland",1,0,"British Championship","1959","4",1,2
"4360","1959-04-19","Amsterdam, Netherlands","Netherlands","Belgium",2,2,"Friendly","1959","4",4,1
"4361","1959-04-19","Budapest, Hungary","Hungary","Yugoslavia",4,0,"Friendly","1959","4",4,1
"4362","1959-04-22","Belfast, Northern Ireland","Northern Ireland","Wales",4,1,"British Championship","1959","4",5,1
"4363","1959-04-26","Istanbul, Turkey","Turkey","Romania",2,0,"UEFA Euro qualification","1959","4",2,1
"4364","1959-04-26","Basel, Switzerland","Switzerland","Yugoslavia",1,5,"International Cup","1959","4",6,1
"4365","1959-05-01","Montevideo, Uruguay","Uruguay","Paraguay",1,3,"Friendly","1959","5",4,1
"4366","1959-05-01","Dresden, German DR","German DR","Hungary",0,1,"Friendly","1959","5",1,2
"4367","1959-05-06","Glasgow, Scotland","Scotland","Germany",3,2,"Friendly","1959","5",5,1
"4368","1959-05-06","London, England","England","Italy",2,2,"Friendly","1959","5",4,1
"4369","1959-05-09","Kallang, Singapore","Singapore","Vietnam Republic",1,4,"AFC Asian Cup qualification","1959","5",5,2
"4370","1959-05-10","Istanbul, Turkey","Turkey","Netherlands",0,0,"Friendly","1959","5",0,1
"4371","1959-05-10","Bratislava, Czechoslovakia","Czechoslovakia","Ireland",4,0,"UEFA Euro qualification","1959","5",4,2
"4372","1959-05-11","Kallang, Singapore","Singapore","Malaysia",2,5,"AFC Asian Cup qualification","1959","5",7,2
"4373","1959-05-13","Sofia, Bulgaria","Bulgaria","Netherlands",3,2,"Friendly","1959","5",5,2
"4374","1959-05-13","Rio de Janeiro, Brazil","Brazil","England",2,0,"Friendly","1959","5",2,1
"4375","1959-05-13","Kallang, Singapore","Malaysia","Vietnam Republic",0,1,"AFC Asian Cup qualification","1959","5",1,2
"4376","1959-05-16","Geneva, Switzerland","Switzerland","Portugal",4,3,"Friendly","1959","5",7,2
"4377","1959-05-17","Lima, Peru","Peru","England",4,1,"Friendly","1959","5",5,1
"4378","1959-05-20","Oslo, Norway","Norway","Austria",0,1,"UEFA Euro qualification","1959","5",1,1
"4379","1959-05-20","Hamburg, Germany FR","Germany","Poland",1,1,"Friendly","1959","5",2,2
"4380","1959-05-21","Gothenburg, Sweden","Sweden","Portugal",2,0,"Friendly","1959","5",2,2
"4381","1959-05-22","Cairo, United Arab Republic","Egypt","Ethiopia",4,0,"African Cup of Nations","1959","5",4,1
"4382","1959-05-24","Brussels, Belgium","Belgium","Austria",0,2,"Friendly","1959","5",2,2
"4383","1959-05-24","Mexico City, Mexico","Mexico","England",2,1,"Friendly","1959","5",3,2
"4384","1959-05-25","Cairo, United Arab Republic","Ethiopia","Sudan",0,1,"African Cup of Nations","1959","5",1,2
"4385","1959-05-27","Amsterdam, Netherlands","Netherlands","Scotland",1,2,"Friendly","1959","5",3,1
"4386","1959-05-28","Los Angeles, United States","USA","England",1,8,"Friendly","1959","5",9,2
"4387","1959-05-29","Cairo, United Arab Republic","Egypt","Sudan",2,1,"African Cup of Nations","1959","5",3,1
"4388","1959-05-30","Fort-de-France, Martinique","Martinique","Suriname",3,1,"Friendly","1959","5",4,1
"4389","1959-05-31","Belgrade, Yugoslavia","Yugoslavia","Bulgaria",2,0,"UEFA Euro qualification","1959","5",2,1
"4390","1959-05-31","Fort-de-France, Martinique","Martinique","Suriname",3,0,"Friendly","1959","5",3,2
"4391","1959-06-03","Lisbon, Portugal","Portugal","Scotland",1,0,"Friendly","1959","6",1,2
"4392","1959-06-06","Guadeloupe","Guadeloupe","Suriname",3,3,"Friendly","1959","6",6,2
"4393","1959-06-07","Guadeloupe","Guadeloupe","Suriname",3,1,"Friendly","1959","6",4,2
"4394","1959-06-14","Vienna, Austria","Austria","Belgium",4,2,"Friendly","1959","6",6,2
"4395","1959-06-17","Oslo, Norway","Norway","Luxembourg",1,0,"Friendly","1959","6",1,1
"4396","1959-06-21","Copenhagen, Denmark","Denmark","Sweden",0,6,"Nordic Championship","1959","6",6,2
"4397","1959-06-21","Wrocław, Poland","Poland","Israel",7,2,"Friendly","1959","6",9,1
"4398","1959-06-21","Berlin, German DR","German DR","Portugal",0,2,"UEFA Euro qualification","1959","6",2,2
"4399","1959-06-28","Chorzów, Poland","Poland","Spain",2,4,"UEFA Euro qualification","1959","6",6,2
"4400","1959-06-28","Budapest, Hungary","Hungary","Sweden",3,2,"Friendly","1959","6",5,1
"4401","1959-06-28","Helsinki, Finland","Finland","Norway",2,4,"Nordic Championship","1959","6",6,2
"4402","1959-06-28","Porto, Portugal","Portugal","German DR",3,2,"UEFA Euro qualification","1959","6",5,1
"4403","1959-08-02","Malmö, Sweden","Sweden","Finland",3,1,"Nordic Championship","1959","8",4,1
"4404","1959-08-12","Leipzig, Germany","German DR","Czechoslovakia",2,1,"Friendly","1959","8",3,1
"4405","1959-08-22","Victoria, Hong Kong","Hong Kong","Taiwan",1,3,"Friendly","1959","8",4,1
"4406","1959-08-30","Warsaw, Poland","Poland","Romania",2,3,"Friendly","1959","8",5,2
"4407","1959-08-30","Kuala Lumpur, Malaya","Korea Republic","Vietnam Republic",2,3,"Merdeka Tournament","1959","8",5,1
"4408","1959-08-31","Kuala Lumpur, Malaya","Hong Kong","Japan",1,1,"Merdeka Tournament","1959","8",2,2
"4409","1959-08-31","Kuala Lumpur, Malaya","India","Singapore",2,0,"Merdeka Tournament","1959","8",2,1
"4410","1959-09-02","Kuala Lumpur, Malaya","Korea Republic","Singapore",4,1,"Merdeka Tournament","1959","9",5,1
"4411","1959-09-02","Kuala Lumpur, Malaya","Hong Kong","Japan",4,2,"Merdeka Tournament","1959","9",6,1
"4412","1959-09-02","Kuala Lumpur, Malaya","Malaysia","Vietnam Republic",4,3,"Merdeka Tournament","1959","9",7,2
"4413","1959-09-03","Kuala Lumpur, Malaya","Japan","Singapore",4,1,"Merdeka Tournament","1959","9",5,1
"4414","1959-09-03","Kuala Lumpur, Malaya","Hong Kong","India",0,2,"Merdeka Tournament","1959","9",2,2
"4415","1959-09-05","Kuala Lumpur, Malaya","Japan","Korea Republic",0,0,"Merdeka Tournament","1959","9",0,1
"4416","1959-09-05","Kuala Lumpur, Malaya","Hong Kong","Vietnam Republic",1,4,"Merdeka Tournament","1959","9",5,2
"4417","1959-09-06","Helsinki, Finland","Finland","German DR",3,2,"Friendly","1959","9",5,2
"4418","1959-09-06","Kuala Lumpur, Malaya","Japan","Korea Republic",1,3,"Merdeka Tournament","1959","9",4,1
"4419","1959-09-06","Kuala Lumpur, Malaya","India","Vietnam Republic",2,2,"Merdeka Tournament","1959","9",4,1
"4420","1959-09-06","Moscow, Soviet Union","Russia","Czechoslovakia",3,1,"Friendly","1959","9",4,1
"4421","1959-09-07","Kuala Lumpur, Malaya","Malaysia","Korea Republic",2,4,"Friendly","1959","9",6,1
"4422","1959-09-08","George Town, Malaya","India","Korea Republic",1,1,"Friendly","1959","9",2,1
"4423","1959-09-10","Kallang, Singapore","India","Vietnam Republic",1,5,"Friendly","1959","9",6,2
"4424","1959-09-10","George Town, Malaya","Hong Kong","Korea Republic",2,3,"Friendly","1959","9",5,2
"4425","1959-09-11","Singapore","Singapore","India",2,3,"Friendly","1959","9",5,1
"4426","1959-09-13","Kallang, Singapore","Singapore","Korea Republic",0,4,"Friendly","1959","9",4,1
"4427","1959-09-17","Rio de Janeiro, Brazil","Brazil","Chile",7,0,"Copa Bernardo O'Higgins","1959","9",7,2
"4428","1959-09-20","Rio de Janeiro, Brazil","Brazil","Chile",1,0,"Copa Bernardo O'Higgins","1959","9",1,1
"4429","1959-09-20","Paramaribo, Suriname","Suriname","Martinique",1,0,"Friendly","1959","9",1,1
"4430","1959-09-23","Vienna, Austria","Austria","Norway",5,2,"UEFA Euro qualification","1959","9",7,2
"4431","1959-09-23","Copenhagen, Denmark","Denmark","Czechoslovakia",2,2,"UEFA Euro qualification","1959","9",4,1
"4432","1959-09-25","Paramaribo, Suriname","Suriname","Martinique",4,1,"Friendly","1959","9",5,2
"4433","1959-09-27","Budapest, Hungary","Hungary","Russia",0,1,"UEFA Euro qualification","1959","9",1,1
"4434","1959-10-03","Belfast, Northern Ireland","Northern Ireland","Scotland",0,4,"British Championship","1959","10",4,2
"4435","1959-10-03","Dar es Salaam, Tanganyika","Tanzania","Zanzibar",2,2,"Friendly","1959","10",4,1
"4436","1959-10-03","Beijing, China PR","China","Russia",0,1,"Friendly","1959","10",1,2
"4437","1959-10-04","Berne, Switzerland","Switzerland","Germany",0,4,"Friendly","1959","10",4,1
"4438","1959-10-04","Copenhagen, Denmark","Denmark","Finland",4,0,"Nordic Championship","1959","10",4,2
"4439","1959-10-04","Rotterdam, Netherlands","Netherlands","Belgium",9,1,"Friendly","1959","10",10,1
"4440","1959-10-04","Dar es Salaam, Tanganyika","Kenya","Uganda",0,0,"Friendly","1959","10",0,2
"4441","1959-10-06","Dar es Salaam, Tanganyika","Tanzania","Uganda",2,2,"Friendly","1959","10",4,1
"4442","1959-10-07","Dar es Salaam, Tanganyika","Kenya","Zanzibar",5,0,"Friendly","1959","10",5,2
"4443","1959-10-09","Dar es Salaam, Tanganyika","Zanzibar","Uganda",1,0,"Friendly","1959","10",1,1
"4444","1959-10-10","Dar es Salaam, Tanganyika","Tanzania","Kenya",0,2,"Friendly","1959","10",2,2
"4445","1959-10-11","Sofia, Bulgaria","Bulgaria","France",1,0,"Friendly","1959","10",1,2
"4446","1959-10-11","Belgrade, Yugoslavia","Yugoslavia","Hungary",2,4,"Friendly","1959","10",6,2
"4447","1959-10-14","Madrid, Spain","Spain","Poland",3,0,"UEFA Euro qualification","1959","10",3,2
"4448","1959-10-17","Cardiff, Wales","Wales","England",1,1,"British Championship","1959","10",2,2
"4449","1959-10-18","Gothenburg, Sweden","Sweden","Norway",6,2,"Nordic Championship","1959","10",8,1
"4450","1959-10-18","Brno, Czechoslovakia","Czechoslovakia","Denmark",5,1,"UEFA Euro qualification","1959","10",6,1
"4451","1959-10-21","Cologne, Germany FR","Germany","Netherlands",7,0,"Friendly","1959","10",7,2
"4452","1959-10-22","P'yongyang, Korean DPR","Korea DPR","Vietnam",5,0,"Friendly","1959","10",5,2
"4453","1959-10-25","Sofia, Bulgaria","Bulgaria","Yugoslavia",1,1,"UEFA Euro qualification","1959","10",2,1
"4454","1959-10-25","Budapest, Hungary","Hungary","Switzerland",8,0,"International Cup","1959","10",8,1
"4455","1959-10-25","P'yongyang, Korean DPR","Korea DPR","China",1,0,"Friendly","1959","10",1,2
